OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00011,24.73
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00011,0.03
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0038,CST-00363,19.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00142,0.28
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00142,25.23
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00142,1.5
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00142,24
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00144,12
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,20
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0193,CST-00316,2.04
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00112,17.88
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00049,24.75
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00049,24.75
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00049,24.75
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,4.13
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,20.63
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00049,24.75
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,12.5
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,20
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,21.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,21.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,20
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,21.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,0.05
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,20
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,2.5
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,9.95
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00922,0.03
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00363,5.5
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00144,13.5
13/12/2024,CHINA-WAREHOUSE,Truck,MAT-0237,CST-00363,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00109,25.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00311,25.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00109,25.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00109,25.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00847,25.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00496,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00358,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00086,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0315,CST-00358,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00358,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00005,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00005,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00005,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00858,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00005,24.75
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00951,3
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00816,6
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0358,CST-00922,0.03
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00922,0.25
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00865,6.25
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00922,0.03
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00456,0.2
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00730,0.05
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0351,CST-00487,4.13
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0091,CST-00922,0.05
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00922,0.05
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00304,1.15
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0066,CST-00821,16.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0066,CST-00821,2.15
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00362,1.15
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00362,23.38
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00417,5.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00002,12
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00002,0.05
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00002,1.45
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00002,1.53
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00002,12
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00002,23.98
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0329,CST-00795,22
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00922,0.1
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,6.25
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,16.25
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00456,0.1
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00456,0.2
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00922,0.1
14/12/2024,CHINA-WAREHOUSE,Truck,MAT-0416,CST-00487,24.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00122,25.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00122,25.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00979,25.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00400,25.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00400,25.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00400,25.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00400,25.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,24.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,24.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0120,CST-00016,24.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,24.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00975,24.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00417,24.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,6.25
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,16.25
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00520,6.88
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00520,0.08
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00520,0.03
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00520,0.4
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00030,22.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00933,24.4
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00933,1.1
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00975,8.25
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00975,16.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00080,1.38
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00570,6.9
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00854,20.63
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00149,22.05
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00149,2.7
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00854,1.38
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00854,22
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00570,17.85
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00610,7.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00073,0.05
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00031,2.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00082,6
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00073,0.15
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00008,8.55
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0341,CST-00008,16.2
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00016,20.63
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00016,4.13
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,8.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,15.2
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,13.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,20.1
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,17.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,7.3
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,2.4
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00610,6
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00080,0.2
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0011,CST-00080,1.38
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00080,0.4
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0002,CST-00080,0.8
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00080,0.8
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00080,0.8
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00610,12
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00008,24.75
16/12/2024,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00289,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00135,25.5
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00049,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00112,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0285,CST-00112,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00049,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00008,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0120,CST-00016,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0120,CST-00016,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0402,CST-00658,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00031,4.5
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00922,0.1
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00980,1.1
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00980,4.9
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00981,1.5
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00982,1.5
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00983,0.53
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00983,0.33
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00922,0.03
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0011,CST-00938,11
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00304,0.03
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00304,0.03
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00038,4.5
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00080,0.05
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0106,CST-00006,6.88
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0106,CST-00006,17.88
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0120,CST-00125,13.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00264,18
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00452,18
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0339,CST-00984,8.48
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00049,24.75
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00922,0.03
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0397,CST-00922,0.05
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00983,0.53
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00824,25.5
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00125,11
17/12/2024,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00922,0.1
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0261,CST-00779,25.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00684,25.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00138,25.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00747,25.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00747,25.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00747,25.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00059,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00049,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00115,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00014,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0236,CST-00121,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00115,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00770,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00975,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00975,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0156,CST-00046,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,1.38
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,23.38
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0161,CST-00432,24.53
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,2.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,20
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0369,CST-00003,0.1
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0369,CST-00003,20
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0369,CST-00003,22.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0369,CST-00003,1.23
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0369,CST-00003,2.15
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0369,CST-00003,20
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0369,CST-00003,1.18
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,20
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0369,CST-00003,0.35
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00128,0.05
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00133,5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00325,9
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00325,7.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00823,1.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0207,CST-00513,17.88
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,2.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,12.43
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,4.33
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,21.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,10.93
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,12.03
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00808,2.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,1.8
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,3.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0207,CST-00513,16.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0207,CST-00513,6.88
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00808,22
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,22
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,5.53
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0207,CST-00513,8.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,19.23
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,8
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00756,12
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0138,CST-00289,23.38
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0429,CST-00945,0.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,3.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,20
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,22.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0118,CST-00049,24.73
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00049,3.68
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0118,CST-00049,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0118,CST-00049,24.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00049,21.08
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0118,CST-00049,0.03
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,2.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,1.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,3.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,1.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,18.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,18.75
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,22.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00003,21.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00003,20
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00823,7.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0138,CST-00289,0.33
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00289,19.25
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00289,5.5
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00138,12
18/12/2024,CHINA-WAREHOUSE,Truck,MAT-0201,CST-00138,6
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00676,25.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00053,25.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00053,25.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00053,25.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0268,CST-00053,25.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00747,25.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00008,25.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,25.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00289,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00358,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00672,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00355,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00358,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00355,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00051,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0118,CST-00736,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00051,24.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00747,16.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,12.38
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00923,12.38
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00003,12
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00520,1.38
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00768,21
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00348,18
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00176,3
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0118,CST-00985,2.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,2.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,9.65
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,6.88
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,17.88
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,15.1
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00513,22
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0114,CST-00922,0.05
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00986,2.75
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0343,CST-00821,0.5
19/12/2024,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00080,0.3
