Month,PLANT_NAME,MATERIAL_NAME,UNRESRICTED_STOCK
2024-06-01,CHINA-WAREHOUSE,MAT-0334,43700
2024-06-01,CHINA-WAREHOUSE,MAT-0335,0
2024-06-01,CHINA-WAREHOUSE,MAT-0336,0
2024-06-01,CHINA-WAREHOUSE,MAT-0337,0
2024-06-01,CHINA-WAREHOUSE,MAT-0338,8750
2024-06-01,CHINA-WAREHOUSE,MAT-0339,14550
2024-06-01,CHINA-WAREHOUSE,MAT-0340,267225
2024-06-01,CHINA-WAREHOUSE,MAT-0341,0
2024-06-01,CHINA-WAREHOUSE,MAT-0342,0
2024-06-01,CHINA-WAREHOUSE,MAT-0343,0
2024-06-01,CHINA-WAREHOUSE,MAT-0344,0
2024-06-01,CHINA-WAREHOUSE,MAT-0345,0
2024-06-01,CHINA-WAREHOUSE,MAT-0346,0
2024-06-01,CHINA-WAREHOUSE,MAT-0347,0
2024-06-01,CHINA-WAREHOUSE,MAT-0348,0
2024-06-01,CHINA-WAREHOUSE,MAT-0349,0
2024-06-01,CHINA-WAREHOUSE,MAT-0350,0
2024-06-01,CHINA-WAREHOUSE,MAT-0351,176775
2024-06-01,CHINA-WAREHOUSE,MAT-0352,15775
2024-06-01,CHINA-WAREHOUSE,MAT-0353,267525
2024-06-01,CHINA-WAREHOUSE,MAT-0354,534625
2024-06-01,CHINA-WAREHOUSE,MAT-0355,0
2024-06-01,CHINA-WAREHOUSE,MAT-0356,711025
2024-06-01,CHINA-WAREHOUSE,MAT-0357,23875
2024-06-01,CHINA-WAREHOUSE,MAT-0358,300
2024-06-01,CHINA-WAREHOUSE,MAT-0359,0
2024-06-01,CHINA-WAREHOUSE,MAT-0360,0
2024-06-01,CHINA-WAREHOUSE,MAT-0361,0
2024-06-01,CHINA-WAREHOUSE,MAT-0362,0
2024-06-01,CHINA-WAREHOUSE,MAT-0363,0
2024-06-01,CHINA-WAREHOUSE,MAT-0364,0
2024-06-01,CHINA-WAREHOUSE,MAT-0365,0
2024-06-01,CHINA-WAREHOUSE,MAT-0366,0
2024-06-01,CHINA-WAREHOUSE,MAT-0367,24750
2024-06-01,CHINA-WAREHOUSE,MAT-0368,0
2024-06-01,CHINA-WAREHOUSE,MAT-0369,0
2024-06-01,CHINA-WAREHOUSE,MAT-0370,0
2024-06-01,CHINA-WAREHOUSE,MAT-0371,0
2024-06-01,CHINA-WAREHOUSE,MAT-0372,0
2024-06-01,CHINA-WAREHOUSE,MAT-0373,2550
2024-06-01,CHINA-WAREHOUSE,MAT-0374,122525
2024-06-01,CHINA-WAREHOUSE,MAT-0375,112000
2024-06-01,CHINA-WAREHOUSE,MAT-0376,2050
2024-06-01,CHINA-WAREHOUSE,MAT-0377,152200
2024-06-01,CHINA-WAREHOUSE,MAT-0378,276425
2024-06-01,CHINA-WAREHOUSE,MAT-0379,690375
2024-06-01,CHINA-WAREHOUSE,MAT-0380,182700
2024-06-01,CHINA-WAREHOUSE,MAT-0381,48950
2024-06-01,CHINA-WAREHOUSE,MAT-0382,652525
2024-06-01,CHINA-WAREHOUSE,MAT-0383,35625
2024-06-01,CHINA-WAREHOUSE,MAT-0384,296500
2024-06-01,CHINA-WAREHOUSE,MAT-0385,650
2024-06-01,CHINA-WAREHOUSE,MAT-0386,748725
2024-06-01,CHINA-WAREHOUSE,MAT-0387,20800
2024-06-01,CHINA-WAREHOUSE,MAT-0388,577300
2024-06-01,CHINA-WAREHOUSE,MAT-0389,1183275
2024-06-01,CHINA-WAREHOUSE,MAT-0390,423575
2024-06-01,CHINA-WAREHOUSE,MAT-0391,19025
2024-06-01,CHINA-WAREHOUSE,MAT-0392,26150
2024-06-01,CHINA-WAREHOUSE,MAT-0393,196525
2024-06-01,CHINA-WAREHOUSE,MAT-0394,24750
2024-06-01,CHINA-WAREHOUSE,MAT-0395,0
2024-06-01,CHINA-WAREHOUSE,MAT-0396,0
2024-06-01,CHINA-WAREHOUSE,MAT-0397,24500
2024-06-01,CHINA-WAREHOUSE,MAT-0398,1333
2024-06-01,CHINA-WAREHOUSE,MAT-0399,1683000
2024-06-01,CHINA-WAREHOUSE,MAT-0400,2217350
2024-06-01,CHINA-WAREHOUSE,MAT-0401,0
2024-06-01,CHINA-WAREHOUSE,MAT-0402,0
2024-06-01,CHINA-WAREHOUSE,MAT-0403,0
2024-06-01,CHINA-WAREHOUSE,MAT-0404,0
2024-06-01,CHINA-WAREHOUSE,MAT-0405,0
2024-06-01,CHINA-WAREHOUSE,MAT-0406,0
2024-06-01,CHINA-WAREHOUSE,MAT-0407,0
2024-06-01,CHINA-WAREHOUSE,MAT-0408,0
2024-06-01,CHINA-WAREHOUSE,MAT-0409,0
2024-06-01,CHINA-WAREHOUSE,MAT-0410,0
2024-06-01,CHINA-WAREHOUSE,MAT-0411,0
2024-06-01,CHINA-WAREHOUSE,MAT-0412,0
2024-06-01,CHINA-WAREHOUSE,MAT-0413,2263075
2024-06-01,CHINA-WAREHOUSE,MAT-0414,0
2024-06-01,CHINA-WAREHOUSE,MAT-0415,2894600
2024-06-01,CHINA-WAREHOUSE,MAT-0416,200600
2024-06-01,CHINA-WAREHOUSE,MAT-0417,37700
2024-06-01,CHINA-WAREHOUSE,MAT-0418,4125
2024-06-01,CHINA-WAREHOUSE,MAT-0419,0
2024-06-01,CHINA-WAREHOUSE,MAT-0420,0
2024-06-01,CHINA-WAREHOUSE,MAT-0421,0
2024-06-01,CHINA-WAREHOUSE,MAT-0422,0
2024-06-01,CHINA-WAREHOUSE,MAT-0423,0
2024-06-01,CHINA-WAREHOUSE,MAT-0424,0
2024-06-01,CHINA-WAREHOUSE,MAT-0425,197
2024-06-01,CHINA-WAREHOUSE,MAT-0426,0
2024-06-01,CHINA-WAREHOUSE,MAT-0427,0
2024-06-01,CHINA-WAREHOUSE,MAT-0428,578175
2024-06-01,CHINA-WAREHOUSE,MAT-0429,0
2024-06-01,CHINA-WAREHOUSE,MAT-0430,67050
2024-06-01,CHINA-WAREHOUSE,MAT-0431,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0001,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0002,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0003,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0004,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0005,15000
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0006,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0007,49500
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0008,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0009,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0010,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0011,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0012,189725
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0013,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0014,49500
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0015,104175
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0016,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0017,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0018,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0019,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0020,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0021,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0022,6875
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0023,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0024,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0025,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0026,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0027,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0028,18750
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0029,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0030,46750
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0031,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0032,25475
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0033,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0034,10500
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0035,516100
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0036,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0037,615950
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0038,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0039,19250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0040,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0041,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0042,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0043,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0044,296925
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0045,100
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0046,173675
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0047,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0048,50
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0049,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0050,4400
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0051,944675
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0052,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0053,371250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0054,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0055,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0056,1755625
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0057,16075
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0058,1037
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0059,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0060,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0061,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0062,123750
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0063,1225
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0064,2100
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0065,543925
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0066,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0067,24750
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0068,520125
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0069,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0070,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0071,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0072,121625
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0073,105000
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0074,413925
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0075,154725
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0076,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0077,27950
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0078,97250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0079,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0080,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0081,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0082,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0083,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0084,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0085,318725
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0086,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0087,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0088,9525
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0089,68350
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0090,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0091,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0092,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0093,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0094,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0095,750
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0096,8250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0097,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0098,10850
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0099,977375
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0100,18675
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0101,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0102,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0103,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0104,175500
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0105,22775
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0106,340975
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0107,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0108,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0109,127700
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0110,2250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0111,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0112,1079275
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0113,3950
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0114,1650
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0115,24750
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0116,549525
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0117,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0118,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0119,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0120,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0121,123725
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0122,280700
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0123,1200
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0124,8250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0125,4075
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0126,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0127,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0128,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0129,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0130,184675
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0131,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0132,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0133,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0134,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0135,439950
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0136,12375
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0137,24200
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0138,21400
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0139,7200
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0140,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0141,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0142,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0143,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0144,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0145,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0146,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0147,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0148,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0149,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0150,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0151,2474650
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0152,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0153,6875
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0154,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0155,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0156,78375
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0157,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0158,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0159,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0160,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0161,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0162,123750
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0163,21925
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0164,467200
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0165,592500
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0166,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0167,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0168,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0169,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0170,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0171,245325
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0172,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0173,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0174,104475
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0175,168125
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0176,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0177,5825
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0178,1975
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0179,23375
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0180,74250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0181,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0182,35000
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0183,3788
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0184,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0185,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0186,1116050
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0187,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0188,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0189,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0190,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0191,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0192,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0193,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0194,5425
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0195,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0196,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0197,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0198,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0199,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0200,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0201,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0202,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0203,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0204,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0205,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0206,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0207,241500
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0208,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0209,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0210,97475
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0211,624475
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0212,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0213,122200
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0214,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0215,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0216,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0217,101100
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0218,127275
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0219,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0220,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0221,466925
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0222,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0223,725
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0224,290125
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0225,173250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0226,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0227,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0228,214475
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0229,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0230,40550
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0231,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0232,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0233,454475
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0234,99000
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0235,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0236,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0237,1215275
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0238,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0239,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0240,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0241,2225
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0242,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0243,120800
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0244,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0245,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0246,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0247,1019925
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0248,8600
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0249,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0250,9125
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0251,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0252,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0253,450
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0254,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0255,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0256,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0257,6675
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0258,200275
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0259,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0260,4200
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0261,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0262,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0263,197975
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0264,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0265,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0266,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0267,31475
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0268,143700
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0269,15125
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0270,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0271,139775
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0272,275
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0273,314450
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0274,65500
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0275,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0276,4125
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0277,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0278,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0279,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0280,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0281,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0282,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0283,4041
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0284,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0285,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0286,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0287,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0288,23375
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0289,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0290,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0291,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0292,101650
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0293,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0294,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0295,222750
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0296,272175
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0297,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0298,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0299,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0300,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0301,199250
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0302,393725
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0303,721050
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0304,975
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0305,15125
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0306,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0307,1142800
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0308,72800
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0309,280500
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0310,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0311,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0312,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0313,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0314,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0315,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0316,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0317,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0318,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0319,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0320,418000
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0321,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0322,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0323,25475
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0324,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0325,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0326,0
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0327,265350
2024-06-01,SINGAPORE-WAREHOUSE,MAT-0328,0
